timestamp,datetime,classification,ret_30s,flow_impact,imbalance,direction,hour,10s_vol,10s_vol_mean,10s_drift,10s_distance,10s_range,10s_position,10s_trade_rate,10s_volume,10s_imbalance,10s_slope,30s_vol,30s_vol_mean,30s_drift,30s_distance,30s_range,30s_position,30s_trade_rate,30s_volume,30s_imbalance,30s_slope,2m_vol,2m_vol_mean,2m_drift,2m_distance,2m_range,2m_position,2m_trade_rate,2m_volume,2m_imbalance,2m_slope,5m_vol,5m_vol_mean,5m_drift,5m_distance,5m_range,5m_position,5m_trade_rate,5m_volume,5m_imbalance,5m_slope,15m_vol,15m_vol_mean,15m_drift,15m_distance,15m_range,15m_position,15m_trade_rate,15m_volume,15m_imbalance,15m_slope,regime_pred
1749514999312,2025-06-10 00:23:19,Exhaustion,-3.714710252600438,70.56564878142729,0.8236633530910166,Buy,0,1.6918037561125556,0.004299728584832,7.434944237918497,0.0,24.141892919418737,0.4615384615384951,181.3482007095793,70467.1,0.8541901114136953,1.8554025715038407,1.5294109688435005,0.0060317477279728,14.880952380952944,0.0,27.862515577342744,0.533333333333367,84.55771105806409,82520.9,0.7000590153524744,0.4377677406930808,1.1675742325764398,0.0126881070751107,52.903466733056746,0.0,65.69767686569519,0.8018867924528499,34.88342995370563,99664.5,0.6109226454755705,0.4234743457962776,0.9937848244968214,0.0088546622164065,53.52919208265988,0.0,75.09235616605368,0.8264462809917495,20.258915894095047,127769.1,0.3535260090272217,0.2214783301516958,0.74382917062203,0.004189736685356,54.78087649402539,0.0,80.7906688588313,0.8384615384615521,14.587241192315558,219393.4,0.1631142960544847,0.0493148043214594,NO_TRADE
1749514999621,2025-06-10 00:23:19,Exhaustion,-3.714710252600438,70.85338599364192,0.8151289752001614,Buy,0,1.6555415060512202,0.0041982639901147,7.434944237918497,0.0,24.141975873777827,0.4615384615384951,183.96463377876017,71048.3,0.8442608760519252,1.905255381010314,1.617131003795208,0.0057057709700658,14.260028520058167,0.0,27.862461408074847,0.533333333333367,85.23333333333333,83101.79999999999,0.692644443321324,0.4343906253405429,1.3558585970255788,0.0124448183962196,52.27781926811074,0.0,65.07691351022514,0.8000000000000163,35.27062813797482,100246.5,0.6052969430354176,0.422720446185808,1.071607443570962,0.008799256034464,53.52919208265988,0.0,75.0910786726939,0.8264462809917495,20.384869540839823,128353.5,0.3503114445652048,0.2218190386366172,0.7634271525360807,0.0041782530370842,54.78087649402539,0.0,80.78962170886274,0.8384615384615521,14.631208652502128,219964.7,0.1618136910149674,0.0496129332636053,NO_TRADE
1749515000166,2025-06-10 00:23:20,Exhaustion,-2.4766268342512565,70.55168095559164,0.8122411752096191,Buy,0,1.5767154579759275,0.0045219811364432,8.055521130251298,0.0,24.141951756913407,0.4358974358974191,191.19181799206845,71074.79999999999,0.8435732495905722,2.0222437420457884,1.4984816707647994,0.0052185034784295,13.019218846867918,0.0,26.623958346463983,0.4883720930232327,85.33931500887208,82974.09999999999,0.6919954540031167,0.4293150148078848,1.289307772411324,0.0120029394544514,50.40448039825777,0.0,63.83685692270298,0.7864077669902926,35.21408897420916,100235.5,0.6054072658888318,0.422305795603004,1.1319040818177502,0.0085103684050485,51.65546427682251,0.0,75.09056817378001,0.818181818181816,20.34555089055554,128157.6,0.3488142724270742,0.2227155435920529,0.7696553627728133,0.0041335798690763,54.15836653386483,0.0,80.78942676392039,0.8307692307692294,14.627451198301872,219691.0,0.1632611258540404,0.0496907346241748,NO_TRADE
1749581390396,2025-06-10 18:49:50,Continuation,26.68155869942957,70.64692864806977,0.60793441210001,Buy,18,2.591553106613397,0.0094007714323708,49.362659335167486,20.51855997015383,71.65761597814341,1.0,543.3,79752.5,0.5972314347512617,4.92052980700789,1.943231792329356,0.0131279942679958,112.31724916860088,0.0,111.70410956567144,1.0,318.1734419341761,119538.60000000002,0.6095788306036711,3.6936933275998425,2.046457280740702,0.0082755252935152,87.20200752823001,23.0113813048078,111.80848420836354,1.0,89.79064142130287,159218.3,0.6019653519727317,0.5934680562242028,1.7718531360295666,0.0078400373260768,113.82216073449894,20.51855997015383,146.38510091817128,1.0,49.11550745800911,231224.00000000003,0.5830605819465109,0.398993019435026,1.6143217480192051,0.0095602987825267,180.6696146557161,0.0,182.9728903468489,1.0,21.102147998413088,271660.6,0.569057861169415,0.1714019083623248,NO_TRADE
1749581390405,2025-06-10 18:49:50,Continuation,47.25486538581054,70.97559012875648,0.605964920237194,Buy,18,2.768082373854237,0.0091268206051348,48.10996563573769,0.6218132073137251,71.65553209195215,0.7130434782608849,549.109821964393,80575.5,0.5870754757959925,4.962084726151908,2.118674633872102,0.010640959590625,90.98324653322383,0.6218132073137251,111.7010547655961,0.8156424581005667,320.3890649178395,120387.5,0.6027810196241303,3.715074847608711,2.0984255283850253,0.0084116664856073,89.08406524466672,0.6218132073137251,111.80541847397978,0.8156424581005667,90.30934369761216,160067.2,0.596893054916935,0.5983295546564509,1.648031453116104,0.0077861413133013,113.82216073449894,0.0,146.38121190847286,0.858974358974366,49.324065276458136,232072.9,0.5796312279460463,0.401547359551832,1.4543218338216168,0.0083960060197959,159.19140871762363,0.6218132073137251,182.9681012753973,0.886986301369868,21.17194705901964,272509.5,0.5661809955249268,0.172341252376751,NO_TRADE
1749581445627,2025-06-10 18:50:45,Continuation,77.85948217264975,123.50628637951114,0.62415603830264,Buy,18,1.3054144286646692,0.0012886421873268,4.327398615233779,0.0,41.42669798102113,0.5970149253731539,359.6719343868774,92054.5,0.6813344268884193,-1.6053517535984327,1.1034040863960106,0.0004959942983435,4.327398615233779,0.0,46.968680966521696,0.526315789473698,331.46666666666664,175241.9,0.4091435895182602,-0.208760910975967,1.3581971482610158,0.004995175130622,146.71766254937634,0.0,175.02136641528097,0.8723404255319198,247.87444410142595,485900.7,0.4004025925461725,1.7906157764392212,1.3133099350471598,0.0053677106231114,187.59836323575811,0.0,209.5229667671818,0.8931750741839808,117.98864101171436,587585.5,0.4324737421192319,0.80439252547027,1.260492742281388,0.0054864703892085,215.25059967176023,0.0,245.93055048065017,0.9088607594936744,43.77378285145276,628648.7999999999,0.4424511746463208,0.347884179543846,NO_TRADE
1749581520051,2025-06-10 18:52:00,Reversal,-24.90886998784913,83.39191346691375,0.6300169291069245,Buy,18,1.2364204787348996,0.0012192437324456,4.254543244392705,0.0,26.72561141125448,0.454545454545431,372.374474894979,81185.9,0.4982872641677926,-0.2373171994272941,1.3427287019189342,0.0053151797767477,67.27828746177335,0.0,104.16116995266864,0.8596491228070129,427.8285219014601,254673.8,0.5068389445635947,3.698296692422464,1.1579221997645863,0.0047797103092156,207.75193798449575,0.0,235.83771903861884,0.9374999999999976,363.6174237689276,746479.2000000001,0.2846530753971444,1.7949721076239102,1.2532317826500206,0.0054851892460643,338.5465737076808,0.0,354.120724113754,0.958188153310103,205.2836855790386,1034999.1,0.338986091871964,1.3922907332450818,1.250105647129707,0.0057921190062272,392.07020645242807,0.0,407.8720938552303,0.9636363636363622,74.84448635460892,1104719.2999999998,0.3584198266473665,0.6253963683370407,NO_TRADE
1749581520081,2025-06-10 18:52:00,Reversal,-22.482834052379204,83.6155903249005,0.6256574880483969,Buy,18,1.029193537770643,0.0016908552874405,6.080136195050423,0.0,26.725324232812245,0.3863636363636099,371.3485394157663,81315.2,0.4939297941836212,-0.3183782925184211,1.3392774244674752,0.0052032086029064,66.05908618264016,0.0,104.16008314540098,0.8421052631578895,429.8207550318769,255245.8,0.5034613693937374,3.673920132057272,1.1359212305115172,0.0047326294533232,205.89147286821665,0.0,235.833892918238,0.9296874999999974,363.825,746297.7000000001,0.2846945662568704,1.7962064561238726,1.2704124294220138,0.0054541779118357,336.6622699579163,0.0,354.11596339232995,0.952961672473866,205.4107748821643,1034825.9,0.3377651255153162,1.3937832092655404,1.2747124815119613,0.0057641733095147,390.1761474840588,0.0,407.86722977895215,0.9590909090909076,74.89425202489025,1105293.9,0.3577138171123536,0.6259461548228255,NO_TRADE
1749581520252,2025-06-10 18:52:00,Reversal,-16.414371694328544,80.39518639738367,0.6105382676479021,Buy,18,1.0551130834558191,-0.0002697618788844,-1.215657670800525,-0.6079027355617572,26.72532581060073,0.2045454545454633,374.0740740740741,81055.59999999999,0.4894936315319361,-0.4374288121731437,1.2473725232077864,0.0049374283546257,63.00850308925192,-0.6079027355617572,104.15793567499465,0.7953216374269049,430.8953930262017,255396.1,0.5024567720493774,3.64004335898336,1.168908123739699,0.0047480504598577,205.9936712787753,0.0,235.82129782914055,0.9088541666666682,363.1696075081057,744764.6,0.2846469877864764,1.8014503806722664,1.2525426604100678,0.0053469883222264,330.33976009546063,0.0,354.10876843323456,0.9390243902439036,205.7638425617078,1035344.7,0.3370729574411305,1.3961567451267027,1.239378903671777,0.0056903975096551,385.7566765578644,-0.6079027355617572,407.8597316923006,0.9469696969696978,74.9622837220213,1105824.3,0.3570631428518979,0.6269115169843439,NO_TRADE
1749581520254,2025-06-10 18:52:00,Reversal,-16.414371694328544,80.40037518959248,0.6104343284760329,Buy,18,0.9898544678977844,-0.000438501066833,-1.823486506199923,0.0,26.72535787782776,0.2045454545454633,374.49959967974377,81137.29999999999,0.4879938080266412,-0.4432528803187532,1.3148418067533834,0.0048971763694099,62.396770049551,0.0,104.1578580963635,0.7953216374269049,431.03333333333336,255477.8,0.5019762969620061,3.636586947495205,1.167701528445834,0.0047473721594662,205.9936712787753,0.0,235.8210228488104,0.9088541666666682,363.20522758149343,744846.2999999999,0.2845060786366261,1.801459736926944,1.2877426945256685,0.0053510324360993,330.33976009546063,0.0,354.10834476891125,0.9390243902439036,205.77914757073,1035426.4,0.3369674561127667,1.3962051372056024,1.261264730820424,0.0056837021271818,385.1253235684086,0.0,407.8592327649743,0.9469696969696978,74.96767580415818,1105905.9999999998,0.3569628883467491,0.6269549453595596,NO_TRADE
1749581520306,2025-06-10 18:52:00,Reversal,-16.41536964980434,80.14764109523642,0.6145922922044191,Buy,18,1.1636673630819705,-0.0008843382145515,-3.6465297192173503,0.0,26.72596654286481,0.1818181818181465,384.4687468646533,81178.5,0.4871770234729638,-0.554158717543464,1.3843846002361428,0.0048266101513214,61.785037009848345,0.0,104.15621804352762,0.7894736842105193,434.7288995726496,255421.2,0.5021916739879071,3.573733675315746,1.158881040771795,0.004737523767058,206.00645321419665,0.0,235.81517450556527,0.9062499999999966,363.947052547346,744821.2,0.2845090875501395,1.8018915013800056,1.2643140667334247,0.0053300177573159,329.7117377378635,0.0,354.10025572416583,0.9372822299651544,206.0636176272453,1035480.3,0.3369175637624396,1.3971934904409788,1.277240361981762,0.0056687595816667,384.49397057895095,0.0,407.8497015143911,0.9454545454545432,75.07006413327804,1105959.9,0.3569152009941772,0.6278193667553034,NO_TRADE
